,location,lat,long,alt,year,winter_avg_daily_temp,winter_avg_tmax,winter_avg_tmin,spring_avg_daily_temp,spring_avg_tmax,spring_avg_tmin,dec_avg_daily_temp,dec_avg_tmax,dec_avg_tmin,jan_avg_daily_temp,jan_avg_tmax,jan_avg_tmin,feb_avg_daily_temp,feb_avg_tmax,feb_avg_tmin,march_avg_daily_temp,march_avg_tmax,march_avg_tmin
1,vancouver,49.2236916,-123.1636251,24,1980,2.2364597428626376,4.29066580956044,0.18225367616483515,4.371844309354838,6.6883961,2.055292518709677,4.29817792217742,6.17584728516129,2.4205085591935482,-1.0402244797419355,1.2950157041935482,-3.3754646636774193,3.535216547758621,5.477718482758621,1.5927146127586207,4.371844309354838,6.6883961,2.055292518709677
2,vancouver,49.2236916,-123.1636251,24,1981,4.2931244920340905,6.756434790681817,1.8298141933863639,7.040046176467742,11.16549832580645,2.914594027129032,3.699880970483871,5.457196968387097,1.9425649725806453,4.8967688320689655,7.8719390103448275,1.9215986537931036,4.324726753,7.039533009285714,1.6099204967142857,7.040046176467742,11.16549832580645,2.914594027129032
3,vancouver,49.2236916,-123.1636251,24,1982,2.0917116238833335,4.606110284222222,-0.4226870364555555,4.705750843612903,8.786547225806451,0.6249544614193548,2.3578282849999996,4.915497812903226,-0.1998412429032258,0.8322523171774194,3.1681496158064517,-1.5036449814516128,3.191483838642857,5.855601974642857,0.5273657026428571,4.705750843612903,8.786547225806451,0.6249544614193548
4,vancouver,49.2236916,-123.1636251,24,1983,4.471662822638889,7.259367940000001,1.6839577052777779,7.327318535806452,10.915826493548387,3.738810578064516,2.8576153387096777,5.605442548387097,0.10978812903225806,5.16013452282258,7.770472951612903,2.549796094032258,5.496407440357143,8.524633360714287,2.4681815200000004,7.327318535806452,10.915826493548387,3.738810578064516
5,vancouver,49.2236916,-123.1636251,24,1984,2.3188327122777777,5.0893649493333335,-0.45169952477777775,6.75391701532258,10.333780532258064,3.1740534983870967,-1.0116102067741937,1.5704567270967742,-3.5936771406451613,3.320635021,6.0778374033333336,0.5634326386666667,4.842614133965517,7.828398786206897,1.856829481724138,6.75391701532258,10.333780532258064,3.1740534983870967
6,vancouver,49.2236916,-123.1636251,24,1985,0.6566379880487805,3.4298487651219514,-2.1165727890243904,4.426278810870968,8.257772009677419,0.5947856120645161,-0.740185768548387,1.66584228,-3.146213817096774,0.69344376625,3.71320520625,-2.3263176737499998,2.2276823501851855,5.203317152222223,-0.7479524518518519,4.426278810870968,8.257772009677419,0.5947856120645161
7,vancouver,49.2236916,-123.1636251,24,1986,2.9318571797078654,6.033442094382022,-0.1697277349662921,7.0293921930000005,10.437140533333332,3.6216438526666668,0.7088946207741935,3.5874760451612904,-2.1696868036129033,5.481901017499999,8.44161916,2.522182875,2.6608044723214284,6.161286221428571,-0.8396772767857142,7.0293921930000005,10.437140533333332,3.6216438526666668
8,vancouver,49.2236916,-123.1636251,24,1987,3.860400809833333,6.739614481888889,0.9811871377777777,6.7527998090322585,10.54767116451613,2.957928453548387,3.0701440893548386,5.978619570967742,0.16166860774193548,3.1982834853225808,5.915254008709677,0.4813129619354839,5.4683863596428575,8.49482937142857,2.441943347857143,6.7527998090322585,10.54767116451613,2.957928453548387
9,vancouver,49.2236916,-123.1636251,24,1988,2.776866392956044,5.764633741208792,-0.21090095529670327,5.687036477629032,9.15088419032258,2.223188764935484,1.8884628537096773,4.563333614193548,-0.7864079067741936,2.2874388609354837,5.286660735806452,-0.7117830139354838,4.249720296724138,7.559718813793104,0.9397217796551725,5.687036477629032,9.15088419032258,2.223188764935484
10,vancouver,49.2236916,-123.1636251,24,1989,1.8157704240388888,4.7224557229999995,-1.0909148749222222,4.479534307903227,7.5353885880645155,1.4236800277419357,3.5908619853225803,6.1087139990322585,1.0730099716129033,2.3698223197903223,5.008128149032258,-0.26848350945161287,-0.7629241176785714,2.8713895885714287,-4.397237823928571,4.479534307903227,7.5353885880645155,1.4236800277419357
11,vancouver,49.2236916,-123.1636251,24,1990,3.2573537709888893,5.973632126444444,0.5410754155333333,5.987615853483871,10.142401783870968,1.8328299230967742,4.027980642580645,6.281520067741935,1.7744412174193551,3.7406890019677417,6.336256206451613,1.145121797483871,1.869038586,5.231279531428571,-1.4932023594285713,5.987615853483871,10.142401783870968,1.8328299230967742
12,vancouver,49.2236916,-123.1636251,24,1991,2.1194720093277777,4.928548390111112,-0.6896043714555555,4.440146487580646,7.806030458064517,1.0742625170967743,-0.41816574935483863,2.250934955483871,-3.0872664541935486,0.6954959175806451,3.2628865835483873,-1.871894748387097,6.505544486589286,9.73717455,3.2739144231785713,4.440146487580646,7.806030458064517,1.0742625170967743
13,vancouver,49.2236916,-123.1636251,24,1992,5.057480659285715,7.973774542857142,2.141186775714286,8.236683431935484,12.981051629032258,3.49231523483871,4.422667096774194,6.982500087096774,1.862834106451613,4.930521992258065,7.80039219032258,2.0606517941935483,5.871788904655173,9.218752510344828,2.5248252989655176,8.236683431935484,12.981051629032258,3.49231523483871
14,vancouver,49.2236916,-123.1636251,24,1993,0.8838172640944445,4.130494218044444,-2.3628596898555556,6.5592699916129025,10.433819293548387,2.684720689677419,0.9831812876935484,3.41800074883871,-1.4516381734516128,-0.8075660209677419,2.4607611067741937,-4.075893148709677,2.646410017857143,6.767959360714285,-1.475139325,6.5592699916129025,10.433819293548387,2.684720689677419
15,vancouver,49.2236916,-123.1636251,24,1994,3.7613731763611113,6.464194601777778,1.0585517509444444,6.812539463709677,11.093144906451611,2.531934020967742,3.324537978709677,6.007413077419355,0.6416628799999999,5.60499748733871,8.24856436451613,2.9614306101612904,2.2038566580357144,4.994364766428572,-0.5866514503571428,6.812539463709677,11.093144906451611,2.531934020967742
16,vancouver,49.2236916,-123.1636251,24,1995,3.711987027066667,6.721887136555555,0.7020869175777779,6.0717532551612905,9.909501261290321,2.234005249032258,3.058049033806452,5.535417174193548,0.5806808934193548,3.407764194516129,6.658372812903226,0.1571555761290323,4.772807941357143,8.105798310357143,1.439817572357143,6.0717532551612905,9.909501261290321,2.234005249032258
17,vancouver,49.2236916,-123.1636251,24,1996,2.773598604489011,5.66683507978022,-0.11963787080219777,5.672441129354839,9.399920161290323,1.9449620974193549,3.3020175312903226,5.8249104870967745,0.7791245754838709,1.4663132830645162,3.8485523906451617,-0.9159258245161289,3.6061799228793103,7.441539415517241,-0.22917956975862067,5.672441129354839,9.399920161290323,1.9449620974193549
18,vancouver,49.2236916,-123.1636251,24,1997,3.0123041662944443,5.651179033,0.3734292995888888,5.376129278322582,8.11450048064516,2.637758076,0.5841486407419355,2.6316024003225804,-1.4633051188387098,3.4108299558064514,5.775957398709677,1.0457025129032258,5.259394231196429,8.856134257142857,1.66265420525,5.376129278322582,8.11450048064516,2.637758076
19,vancouver,49.2236916,-123.1636251,24,1998,5.778881585611112,8.217114108444445,3.3406490627777776,8.112906042580645,10.887031958064517,5.338780127096775,5.39679258467742,7.71175264516129,3.081832524193548,4.64972041016129,7.123389537419355,2.176051282903226,7.4520514237499995,9.987530789285714,4.916572058214285,8.112906042580645,10.887031958064517,5.338780127096775
20,vancouver,49.2236916,-123.1636251,24,1999,5.03676921688889,7.15725763,2.916280803777778,6.662363178258064,9.508571935483872,3.816154421032258,4.078808359032258,6.088263948387096,2.0693527696774194,5.35646249032258,7.281162664516129,3.4317623161290323,5.743422613928572,8.203605775,3.283239452857143,6.662363178258064,9.508571935483872,3.816154421032258
21,vancouver,49.2236916,-123.1636251,24,2000,4.866458607516484,7.071058192307692,2.6618590227252747,7.283861192903226,10.13832729032258,4.429395095483871,5.040740732096774,6.831893596774194,3.2495878674193546,3.6289745788709675,5.648320241935484,1.6096289158064516,6.002984780827586,8.84757470689655,3.1583948547586207,7.283861192903226,10.13832729032258,4.429395095483871
22,vancouver,49.2236916,-123.1636251,24,2001,5.289311493166666,7.854067311111111,2.724555675222222,7.68955595,10.862328438709676,4.516783461290323,4.494370683387097,6.740626374193548,2.248114992580645,6.046426168225806,8.446426387096775,3.6464259493548385,5.331190428035714,8.430979371428572,2.231401484642857,7.68955595,10.862328438709676,4.516783461290323
23,vancouver,49.2236916,-123.1636251,24,2002,5.820477812722222,8.29126600111111,3.3496896243333336,4.485398996516129,7.061723074967742,1.9090749180645161,7.777510283225807,10.6998853,4.8551352664516125,4.680486978387097,6.718794077419354,2.642179879354839,4.91589600125,7.365531407142858,2.466260595357143,4.485398996516129,7.061723074967742,1.9090749180645161
24,vancouver,49.2236916,-123.1636251,24,2003,5.936561679666666,8.154670945555555,3.718452413777778,6.584783092935484,9.313804529032259,3.85576165683871,5.722957066129032,7.6366413903225805,3.809272741935484,6.742322583870967,8.910010570967742,4.574634596774193,5.2809600721428565,7.891934796428571,2.6699853478571427,6.584783092935484,9.313804529032259,3.85576165683871
25,vancouver,49.2236916,-123.1636251,24,2004,4.136691429428572,6.266213214835165,2.007169644021978,7.079273703225806,10.155155451612904,4.00339195483871,3.8469298720322582,5.869207769354839,1.8246519747096774,3.2866551246774196,5.140273522580646,1.4330367267741935,5.355096040689656,7.894189051724138,2.8160030296551724,7.079273703225806,10.155155451612904,4.00339195483871
26,vancouver,49.2236916,-123.1636251,24,2005,5.1031151641944446,7.444168337222223,2.7620619911666666,8.491430929032258,11.29760509032258,5.685256767741936,5.580200699193548,7.351867561290323,3.8085338370967743,4.31639061016129,6.374364324193548,2.2584168961290323,5.445929792410714,8.730784353571428,2.16107523125,8.491430929032258,11.29760509032258,5.685256767741936
27,vancouver,49.2236916,-123.1636251,24,2006,5.40959885565,7.554431278888889,3.2647664324111108,7.0015069344354846,10.1892793,3.813734568870968,5.004582932903226,6.99147254516129,3.0176933206451615,6.233395235483871,7.953139238709677,4.513651232258065,4.945949063875,7.73628035,2.15561777775,7.0015069344354846,10.1892793,3.813734568870968
28,vancouver,49.2236916,-123.1636251,24,2007,4.826793875688889,6.987235558555556,2.666352192822222,6.929344859677419,9.26068254516129,4.598007174193548,4.9079903808709675,6.891356761290322,2.924624000451613,3.354765734032258,5.6787203183870965,1.0308111496774193,6.3666431875,8.542100385714287,4.191185989285715,6.929344859677419,9.26068254516129,4.598007174193548
29,vancouver,49.2236916,-123.1636251,24,2008,3.9788803617692308,6.09236128021978,1.8653994433186813,5.965957532258065,8.521816906451612,3.410098158064516,3.7651531325806453,5.729589267741936,1.8007169974193549,3.086977416612903,4.923671235483871,1.2502835977419355,5.160760892965517,7.729441410344827,2.5920803755862067,5.965957532258065,8.521816906451612,3.410098158064516
30,vancouver,49.2236916,-123.1636251,24,2009,2.965940675944444,5.1157683717777775,0.8161129801111111,4.877037451129032,7.736095048387097,2.0179798538709677,1.9146622524193548,3.7072715967741936,0.12205290806451613,2.398785353064516,4.226210172903226,0.5713605332258065,4.757778038035714,7.660043521428571,1.855512554642857,4.877037451129032,7.736095048387097,2.0179798538709677
31,vancouver,49.2236916,-123.1636251,24,2010,5.863209900333334,7.964797067777777,3.761622732888889,8.028228262903225,10.97441893548387,5.082037590322581,2.962431315483871,4.9011373516129035,1.0237252793548388,7.3459202645161294,9.31807584516129,5.373764683870968,7.433214001785714,9.858433107142858,5.007994896428571,8.028228262903225,10.97441893548387,5.082037590322581
32,vancouver,49.2236916,-123.1636251,24,2011,4.175392045805555,6.222031049888888,2.1287530417222222,7.204662000919354,9.948895151612904,4.4604288502258065,5.029285887419355,6.935913648387097,3.1226581264516127,4.0065514113709675,6.049742412903226,1.9633604098387096,3.416940280714286,5.622409163928571,1.2114713975,7.204662000919354,9.948895151612904,4.4604288502258065
33,vancouver,49.2236916,-123.1636251,24,2012,4.417188369692308,6.459009316483516,2.375367422901099,5.623020191935484,8.009292496774194,3.236747887096774,4.258609142580645,6.1556865677419355,2.361531717419355,3.7219336336129034,5.836467158064516,1.6074001091612902,5.329907433793104,7.448726975862069,3.211087891724138,5.623020191935484,8.009292496774194,3.236747887096774
34,vancouver,49.2236916,-123.1636251,24,2013,4.279112766722222,5.9167832477777775,2.6414422856666664,7.431339274193549,10.479094451612903,4.383584096774194,4.35126139516129,5.778806577419354,2.923716212903226,3.2463673840322578,4.961986116129032,1.5307486519354838,5.342630601785714,7.126639957142857,3.5586212464285714,7.431339274193549,10.479094451612903,4.383584096774194
35,vancouver,49.2236916,-123.1636251,24,2014,4.034467312166667,6.15942742,1.9095072043333334,7.047518300967742,9.650089325806452,4.4449472761290325,3.3738671812903225,5.123869869354839,1.6238644932258066,5.238024852258064,7.413780180645161,3.0622695238709676,3.4333358948214285,5.917189866071429,0.9494819235714286,7.047518300967742,9.650089325806452,4.4449472761290325
36,vancouver,49.2236916,-123.1636251,24,2015,6.829347767222223,9.004533762222223,4.654161772222222,9.121128983870967,12.061388532258066,6.180869435483872,5.8825528903225806,8.049708051612903,3.7153977290322584,6.355524885483871,8.441524587096774,4.269525183870968,8.40217457142857,10.684993814285715,6.119355328571428,9.121128983870967,12.061388532258066,6.180869435483872
37,vancouver,49.2236916,-123.1636251,24,2016,6.17016138956044,8.236737254945055,4.103585524175824,8.882683580645162,11.634288645161291,6.131078516129032,5.647615595645162,7.549147922580645,3.7460832687096777,5.431404655967742,7.440143748387097,3.4226655635483874,7.518450298275862,9.823277531034481,5.2136230655172415,8.882683580645162,11.634288645161291,6.131078516129032
38,vancouver,49.2236916,-123.1636251,24,2017,3.0798213392222227,5.417896621,0.7417460574444444,6.513677647419354,8.703939361290322,4.323415933548387,2.0289078487096774,4.030852661935484,0.02696303548387096,3.2569886087096775,5.614994870967742,0.898982346451613,4.047183226785714,6.7353365132142855,1.3590299403571429,6.513677647419354,8.703939361290322,4.323415933548387
39,vancouver,49.2236916,-123.1636251,24,2018,4.482322190777778,6.428747686222222,2.5358966953333333,6.91700085,9.858713538709676,3.9752881612903224,3.8213598988709676,5.777935012903225,1.8647847848387098,5.829721675161291,7.564749496774194,4.094693853548387,3.72233815625,5.891573998571429,1.5531023139285713,6.91700085,9.858713538709676,3.9752881612903224
40,vancouver,49.2236916,-123.1636251,24,2019,4.348980043361111,6.7580407585,1.9399193282222222,7.203782080322581,11.032170893548386,3.375393267096774,5.544599637419355,7.729055254838709,3.3601440200000003,5.668047333870968,8.100891232258064,3.235203435483871,1.5648624211607143,4.196261684464286,-1.0665368421428572,7.203782080322581,11.032170893548386,3.375393267096774
41,vancouver,49.2236916,-123.1636251,24,2020,4.992482209368132,7.004354165164835,2.9806102535714283,6.261120076935485,9.032865300000001,3.489374853870968,5.369012914516129,6.912517903225806,3.8255079258064515,4.594139794032258,6.787146252580645,2.401133335483871,5.015798175431035,7.334711731034483,2.6968846198275864,6.261120076935485,9.032865300000001,3.489374853870968
42,vancouver,49.2236916,-123.1636251,24,2021,5.4117963833888885,7.403952440666666,3.4196403261111112,7.087222985483871,9.995802264516128,4.178643706451613,5.960378136129032,7.813330619354839,4.107425652903226,6.086290728064516,8.003328058064517,4.169253398064516,4.057676418392857,6.287117880714286,1.8282349560714286,7.087222985483871,9.995802264516128,4.178643706451613
43,vancouver,49.2236916,-123.1636251,24,2022,4.188794786406897,6.223602461931034,2.153987110882759,6.484346153846155,7.397692307692308,5.571,2.248457168870968,4.464390930322581,0.03252340741935496,4.264947406451613,6.167336860322581,2.3625579525806453,5.254737165269232,7.339449092307692,3.170025238230769,6.484346153846155,7.397692307692308,5.571
